id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;preferred_foot;weak_foot(1-5);skill_moves(1-5);club_team
235042;D. Liénard;Dimitri Liénard;13.02.1988;182.88;77.1;CM;France;74;Left;3;3;RC Strasbourg Alsace
210722;Júlio Tavares;Júlio Carolino Tavares;19.11.1988;187.96;88;ST;Cape Verde;74;Right;2;3;Dijon FCO
206626;M. Ishak;Mikael Ishak;31.03.1993;185.42;81.2;ST;Sweden;74;Right;5;3;1. FC Nürnberg
137506;G. Pandev;Goran Pandev;27.07.1983;182.88;74.8;ST;FYR Macedonia;74;Left;3;3;Genoa
173857;M. Andújar;Mariano Gonzalo Andújar;30.07.1983;193.04;86.2;GK;Argentina;74;Right;3;1;Estudiantes de La Plata
163873;Eduardo;Eduardo dos Reis Carvalho;19.09.1982;187.96;88;GK;Portugal;74;Right;3;1;Vitesse
227873;A. Touré;Almamy Touré;28.04.1996;182.88;72.1;RB;Mali;74;Right;3;3;Eintracht Frankfurt
186650;M. Alustiza;Matías Gustavo Alustiza;31.05.1984;165.1;68.9;CAM;Argentina;74;Left;4;4;Puebla FC
215322;J. Silva;Jonathan Silva;29.06.1994;152.4;72.1;LB;Argentina;74;Left;3;3;CD Leganés
197402;Anselmo;Anselmo de Moraes;20.02.1989;185.42;82.1;CDM;Brazil;74;Right;2;3;Al Wehda
192537;M. Lestienne;Maxime Lestienne;17.06.1992;175.26;63;LM;Belgium;74;Left;4;3;Standard de Liège
225305;S. Gümü?;Sinan Gümü?;15.01.1994;152.4;71.2;RM;Germany;74;Left;3;3;Galatasaray SK
203801;F. Silva;Francisco Andrés Silva Gajardo;11.02.1986;152.4;74.8;CDM;Chile;74;Right;3;2;Independiente
189207;J. Durmaz;Jimmy Durmaz;22.03.1989;154.94;68.9;CAM;Sweden;74;Left;4;3;Toulouse Football Club
230423;Pascoal Muscato;Pascoal Simão Muscato Vieira;29.02.1992;152.4;83.9;CDM;Brazil;74;Right;4;2;Santos
189462;J. Hoilett;David Junior Hoilett;05.06.1990;172.72;69.9;LW;Canada;74;Right;3;3;Cardiff City
234774;K. Laifis;Konstantinos Laifis;19.05.1993;185.42;77.1;CB;Cyprus;74;Left;3;2;Standard de Liège
195860;Y. Khacheridi;Yevhen Khacheridi;28.07.1987;198.12;87.1;CB;Ukraine;74;Right;3;2;PAOK
181780;T. Matavž;Tim Matavž;13.01.1989;187.96;81.2;ST;Slovenia;74;Right;4;3;Vitesse
198420;M. Waris;Abdul Majeed Waris;19.09.1991;172.72;71.2;ST;Ghana;74;Right;4;3;FC Nantes
225299;E. Velázquez;Emiliano Velázquez;30.04.1994;185.42;78.9;CB;Uruguay;74;Right;3;2;Rayo Vallecano
204307;J. Korb;Julian Korb;21.03.1992;152.4;69.9;RB;Germany;74;Right;2;3;Hannover 96
193554;D. Sakho;Diafra Sakho;24.12.1989;182.88;78.9;ST;Senegal;74;Right;3;3;Bursaspor
186130;J. Chester;James Chester;23.01.1989;154.94;78.9;CB;Wales;74;Right;3;2;Aston Villa
230417;Edercinho Sepa;Rodrigo Éder Serpa Conceição;29.02.1988;152.4;76.2;CDM;Brazil;74;Right;3;2;Grêmio
223249;G. Arias;Gabriel Arias;13.09.1987;187.96;91.2;GK;Chile;74;Right;2;1;Chile
156433;A. Talavera;Alfredo Talavera Díaz;18.09.1982;187.96;82.1;GK;Mexico;74;Right;4;1;Deportivo Toluca
189456;L. Cooper;Liam Cooper;30.08.1991;187.96;73;CB;Scotland;74;Left;2;2;Leeds United
241168;G. Chakvetadze;Giorgi Chakvetadze;29.08.1999;152.4;74.8;LM;Georgia;74;Right;3;3;KAA Gent
143632;V. Demirel;Volkan Demirel;27.10.1981;190.5;89.8;GK;Turkey;74;Right;2;1;Fenerbahçe SK
197136;K. Ansarifard;Karim Ansarifard;03.04.1990;187.96;79.8;ST;Iran;74;Right;4;3;Nottingham Forest
216079;A. Di Gaudio;Antonio Di Gaudio;16.08.1989;170.18;63;LW;Italy;74;Right;4;4;Hellas Verona
200463;T. Melia;Tim Melia;15.05.1986;185.42;86.2;GK;United States;74;Right;2;1;Sporting Kansas City
215053;M. Zaldivia;Matías Zaldivia;22.01.1991;154.94;78.9;CB;Argentina;74;Right;4;2;Colo-Colo
189707;Da Costa;Angelo Esmael da Costa Júnior;12.11.1983;185.42;81.2;GK;Brazil;74;Right;2;1;Bologna
204555;R. Álvarez;Ricardo Gabriel Álvarez;12.04.1988;187.96;83.9;CAM;Argentina;74;Left;2;4;Club Atlas
204043;E. Dilaver;Emir Dilaver;07.05.1991;182.88;82.1;CB;Austria;74;Right;4;2;Dinamo Zagreb
188938;C. Álvarez;Cristian Darío Álvarez;13.11.1985;185.42;83;GK;Argentina;74;Right;3;1;Real Zaragoza
233738;Zubeldia;Igor Zubeldia Elorza;30.03.1997;154.94;78.9;CM;Spain;74;Right;3;3;Real Sociedad
154634;M. Pasqual;Manuel Pasqual;13.03.1982;152.4;71.2;LB;Italy;74;Left;2;3;Empoli
192009;J. Rodríguez;José Antonio Rodríguez Romero;04.07.1992;185.42;84.8;GK;Mexico;74;Right;3;1;Lobos BUAP
208137;Lucas Torró;Lucas Torró Marset;19.07.1994;190.5;83;CDM;Spain;74;Right;3;2;Eintracht Frankfurt
181256;M. Kozá?ik;Matúš Kozá?ik;27.12.1983;193.04;91.2;GK;Slovakia;74;Right;2;1;Viktoria Plze?
241671;D. Livakovi?;Dominik Livakovi?;02.09.1995;187.96;78.9;GK;Croatia;74;Right;2;1;Dinamo Zagreb
219911;T. Hlatshwayo;Thulani Hlatshwayo;18.12.1989;187.96;88;CB;South Africa;74;Right;3;2;South Africa
212230;Iuri Medeiros;Iuri José  Picanço Medeiros;10.07.1994;175.26;64;RM;Portugal;74;Left;3;4;Legia Warszawa
210950;P. De Blasis;Pablo De Blasis;04.02.1988;165.1;64.9;LM;Argentina;74;Right;4;3;SD Eibar
194053;L. Sobiech;Lasse Sobiech;18.01.1991;195.58;88;CB;Germany;74;Right;3;2;1. FC Köln
239875;Bebeto;Roberto Jesus Machado Beto Alves;01.01.1990;175.26;69.9;RB;Brazil;74;Right;2;3;Clube Sport Marítimo
222467;Ivi;Iván López Álvarez;29.06.1994;175.26;73.9;LM;Spain;74;Right;3;3;Real Sporting de Gijón
240898;Francis;Francisco Javier Guerrero Martín;11.03.1996;175.26;78;RM;Spain;74;Right;3;3;Real Betis
187132;C. Zambrano;Carlos Augusto Zambrano Ochandarte;10.07.1989;185.42;78;CB;Peru;75;Right;3;2;FC Basel 1893
156412;J. Corona;José de Jesús Corona Rodríguez;26.01.1981;182.88;83.9;GK;Mexico;75;Right;3;1;Mexico
212476;Medrán;Álvaro Medrán Just;15.03.1994;175.26;71.2;CM;Spain;75;Right;4;3;Rayo Vallecano
190459;A. Hansen;André Hansen;17.12.1989;187.96;87.1;GK;Norway;75;Right;2;1;Rosenborg BK
206075;S. Johnstone;Sam Johnstone;25.03.1993;193.04;84.8;GK;England;75;Right;3;1;West Bromwich Albion
188154;L. Holtby;Lewis Harry Holtby;18.09.1990;175.26;72.1;CM;Germany;75;Left;4;3;Hamburger SV
202746;T. Serero;Thulani Serero;11.04.1990;172.72;68;CM;South Africa;75;Right;4;3;Vitesse
231416;D. Lukebakio;Dodi Lukebakio;24.09.1997;187.96;77.1;RM;Belgium;75;Left;4;4;Fortuna Düsseldorf
229624;Sergi Guardiola;Sergio Guardiola Navarro;29.05.1991;187.96;77.1;ST;Spain;75;Left;3;3;Real Valladolid CF
211703;M. Schnatterer;Marc Schnatterer;18.11.1985;154.94;74.8;RM;Germany;75;Right;4;3;1. FC Heidenheim 1846
210679;Paulo Oliveira;Paulo André Rodrigues Oliveira;08.01.1991;187.96;82.1;CB;Portugal;75;Right;2;2;SD Eibar
215798;M. Cornet;Maxwel Cornet;27.09.1996;152.4;68.9;RW;Ivory Coast;75;Left;5;3;Olympique Lyonnais
212214;A. Solari;Augusto Jorge Mateo Solari;03.01.1992;175.26;68.9;RM;Argentina;75;Right;4;3;Racing Club
200438;Guilherme;Guilherme Costa Marques;21.05.1991;175.26;69.9;RM;Brazil;75;Left;3;4;Yeni Malatyaspor
199158;Sergio Álvarez;Sergio Álvarez Díaz;23.01.1992;182.88;73.9;CDM;Spain;75;Right;3;3;SD Eibar
232437;F. Ricca;Federico Ricca Rostagnol;01.12.1994;152.4;73;LB;Uruguay;75;Left;3;2;Málaga CF
199669;L. González Pirez;Leandro Martín González Pírez;26.02.1992;185.42;79.8;CB;Argentina;75;Right;3;2;Atlanta United
237556;C. Luyindama;Christian  Luyindama Nekadio;08.01.1994;190.5;91.2;CB;DR Congo;75;Right;2;2;Galatasaray SK
230899;A. Lookman;Ademola Lookman;20.10.1997;175.26;78;LM;England;75;Right;4;3;Everton
225523;Lekue;Iñigo Lekue Martínez;04.05.1993;154.94;72.1;RB;Spain;75;Right;3;3;Athletic Club de Bilbao
192242;P. Lasne;Paul Lasne;16.01.1989;185.42;77.1;CM;France;75;Left;3;3;Montpellier HSC
236786;M. Terrier;Martin Terrier;04.03.1997;182.88;73;LW;France;75;Right;3;4;Olympique Lyonnais
214770;D. González;Diego Hernán González;09.02.1988;154.94;78;CM;Argentina;75;Right;3;3;Club Tijuana
210930;Carles Gil;Carles Gil Pareja;02.11.1992;170.18;64.9;CAM;Spain;75;Left;4;4;New England Revolution
182001;Titi;Cristian Chagas Tarouco;12.03.1988;187.96;83;CB;Brazil;75;Left;3;2;Göztepe SK
237297;Y. Osorio;Yordan Hernando Osorio Paredes;10.05.1994;187.96;83.9;CB;Venezuela;75;Right;2;2;Venezuela
178160;T. Mangani;Thomas Mangani;29.04.1987;182.88;78.9;CM;France;75;Left;3;3;Angers SCO
177392;D. Mbokani;Dieumerci Mbokani Bezua;22.11.1985;185.42;73;ST;DR Congo;75;Right;3;3;Royal Antwerp FC
198640;Z. Labyad;Zakaria Labyad;09.03.1993;175.26;64.9;CAM;Morocco;75;Right;5;4;Ajax
212207;N. Stanciu;Nicolae Claudiu Stanciu;07.05.1993;170.18;71.2;CAM;Romania;75;Right;4;3;Romania
205295;H. Soudani;Hillel El Arbi Soudani;25.11.1987;152.4;74.8;ST;Algeria;75;Left;4;4;Nottingham Forest
192238;José Cañas;José Alberto Cañas Ruiz-Herrera;27.05.1987;152.4;68.9;CDM;Spain;75;Right;3;2;PAOK
177390;H. Medunjanin;Haris Medunjanin;08.03.1985;187.96;76.2;CM;Bosnia Herzegovina;75;Left;4;4;Philadelphia Union
188397;R. Rodelin;Ronny Rodelin;18.11.1989;193.04;82.1;ST;France;75;Right;3;3;En Avant de Guingamp
230381;Kaimo Lima;Kauê Enaldo Lima Rodrigues;29.02.1984;187.96;77.1;CB;Brazil;75;Left;3;2;Fluminense
215531;D. Türüç;Deniz Türüç;29.01.1993;152.4;72.1;RM;Turkey;75;Left;4;4;Kayserispor
204523;Rubén Pardo;Rubén Pardo Gutiérrez;22.10.1992;154.94;68.9;CM;Spain;75;Right;4;3;Real Sociedad
237034;J. Hernández;Juan Camilo Hernández;22.04.1999;175.26;73;ST;Colombia;75;Right;4;3;SD Huesca
234986;P. Retsos;Panagiotis Retsos;09.08.1998;185.42;81.2;CB;Greece;75;Right;3;2;Bayer 04 Leverkusen
196073;E. Paredes;Esteban Paredes;01.08.1980;152.4;82.1;ST;Chile;75;Left;3;3;Chile
226537;V. Janssen;Vincent Janssen;15.06.1994;182.88;88;ST;Netherlands;75;Left;4;3;Tottenham Hotspur
213480;F. Bachirou;Fouad Bachirou;15.04.1990;170.18;64.9;CDM;Comoros;75;Right;3;3;Malmö FF
212456;A. Hurtado;Avilés Hurtado;20.04.1987;170.18;64.9;ST;Colombia;75;Right;4;3;Monterrey
187366;D. Glushakov;Denis Glushakov;27.01.1987;154.94;79.8;CDM;Russia;75;Right;3;3;Spartak Moscow
220633;D. Gray;Demarai Gray;28.06.1996;154.94;73.9;LM;England;75;Right;3;4;Leicester City
215256;R. Saravia;Renzo Saravia;16.06.1993;175.26;74.8;RB;Argentina;75;Right;2;3;Argentina
204760;C. Taylor;Charlie Taylor;18.09.1993;185.42;69.9;LB;England;75;Left;2;3;Burnley
211927;Kwon Chang Hoon;??? ???;30.06.1994;175.26;69.9;RM;Korea Republic;75;Left;3;4;Dijon FCO
199383;T. Klose;Timm Klose;09.05.1988;193.04;87.1;CB;Switzerland;75;Right;3;2;Norwich City
213974;D. Rodríguez;Diego Martín Rodríguez Berrini;04.09.1989;170.18;64.9;CDM;Uruguay;75;Right;3;2;Club Tijuana
174549;M. Fernández;Matías Ariel Fernández Fernández;15.05.1986;152.4;72.1;CM;Chile;75;Right;4;5;Chile
236245;A. Elis;Alberth Elis;12.02.1996;154.94;77.1;RM;Honduras;75;Right;4;4;Houston Dynamo
228819;M. Vargas;Matías Vargas;08.05.1997;167.64;66.2;LW;Argentina;75;Right;3;4;Vélez Sarsfield
215251;G. Herrera;Guido Herrera;29.02.1992;187.96;83.9;GK;Argentina;75;Left;2;1;Club Atlético Talleres
3281;Tarantini;Ricardo José Vaz Alves Monteiro;07.10.1983;187.96;78;CM;Portugal;75;Right;3;3;Rio Ave FC
232144;F. Uduokhai;Felix Uduokhai;09.09.1997;193.04;78;CB;Germany;75;Left;3;2;VfL Wolfsburg
184271;Y. Sankharé;Younousse Sankharé;10.09.1989;182.88;79.8;CM;Senegal;75;Left;3;3;FC Girondins de Bordeaux
228302;Pedraza;Alfonso Pedraza Sag;09.04.1996;182.88;73;LM;Spain;75;Left;2;3;Villarreal CF
217805;A. Martín Arias;Alexis Martín Arias;04.07.1992;185.42;78.9;GK;Argentina;75;Right;3;1;Gimnasia y Esgrima La Plata
202445;Rodrigo Ely;Rodrigo Ely;03.11.1993;187.96;83;CB;Brazil;75;Right;2;2;Deportivo Alavés
197837;D. Boyata;Anga Dedryck Boyata;28.11.1990;187.96;86.2;CB;Belgium;75;Right;3;2;Celtic
190156;Rubén Pérez;Rubén Salvador Pérez del Mármol;26.04.1989;152.4;73;CDM;Spain;75;Right;3;2;CD Leganés
188876;M. Valdifiori;Mirko Valdifiori;21.04.1986;185.42;71.2;CDM;Italy;75;Right;3;4;SPAL
230348;Lafortiscinho;Erick Sebastião Laforte Medeiros;29.02.1992;152.4;74.8;LB;Brazil;75;Left;3;3;Botafogo
211147;V. Lazaro;Valentino Lazaro;24.03.1996;152.4;74.8;RB;Austria;75;Right;3;4;Hertha BSC
135883;S. Francis;Simon Francis;16.02.1985;187.96;89.8;CB;England;75;Right;4;2;Bournemouth
198347;F. Jara;Franco Daniel Jara;15.07.1988;154.94;77.1;ST;Argentina;75;Right;3;3;Pachuca
190666;M. Gulde;Manuel Gulde;12.02.1991;182.88;78;CB;Germany;75;Right;2;2;SC Freiburg
217546;Sequeira;Nuno Miguel Ribeiro da Cruz Jerónimo Sequeira;19.08.1990;182.88;78.9;LB;Portugal;75;Left;3;3;SC Braga
222665;M. Ødegaard;Martin Ødegaard;17.12.1998;152.4;68;RW;Norway;75;Left;4;5;Vitesse
210377;João Teixeira;João Carlos Vilaça Teixeira;18.01.1993;152.4;76.2;CAM;Portugal;75;Right;3;3;Vitória Guimarães
188103;Rochina;Rubén  Rochina Naixes;23.03.1991;182.88;76.2;RM;Spain;75;Left;2;4;Levante UD
241095;N. Vlaši?;Nikola Vlaši?;04.10.1997;152.4;78.9;RM;Croatia;75;Right;4;3;PFC CSKA Moscow
159175;A. Romao;Jacques-Alaixys Romao;18.01.1984;154.94;73.9;CDM;Togo;75;Right;3;3;Stade de Reims
216774;W. Hoedt;Wesley Hoedt;06.03.1994;187.96;77.1;CB;Netherlands;75;Left;3;2;RC Celta
115909;Rubén Castro;Rubén Castro Martín;27.06.1981;170.18;68;ST;Spain;75;Right;3;3;UD Las Palmas
224196;R. Bensebaini;Ramy Bensebaini;16.04.1995;185.42;74.8;LB;Algeria;75;Left;3;3;Stade Rennais FC
210372;R. Ghezzal;Rachid Ghezzal;09.05.1992;182.88;69.9;RM;Algeria;75;Left;3;4;Leicester City
211907;J. Gondorf;Jérôme Gondorf;26.06.1988;175.26;78;CM;Germany;75;Right;4;3;SC Freiburg
207555;F. Helander;Filip Helander;22.04.1993;193.04;83.9;CB;Sweden;75;Left;1;2;Bologna
207554;V. Claesson;Viktor Claesson;02.01.1992;182.88;78.9;CAM;Sweden;75;Right;3;3;Sweden
204738;R. Ibarra;Alex Renato Ibarra Mina;20.01.1991;175.26;68.9;RM;Ecuador;75;Right;3;3;Ecuador
178625;Mosquera;Pedro Mosquera Parada;21.04.1988;182.88;76.2;CDM;Spain;75;Left;3;3;Deportivo de La Coruña
219841;J. Figal;Jorge Figal;03.04.1994;154.94;64;CB;Argentina;75;Right;3;3;Independiente
149185;F. Magnanelli;Francesco Magnanelli;12.11.1984;154.94;78.9;CDM;Italy;75;Right;3;2;Sassuolo
196801;Mexer;Edson André Sitoe;08.09.1988;187.96;78.9;CB;Mozambique;75;Right;3;2;Stade Rennais FC
149184;C. Maggio;Christian Maggio;11.02.1982;182.88;78.9;RB;Italy;75;Right;2;3;Benevento
124607;S. ?nan;Selçuk ?nan;10.02.1985;182.88;73.9;CM;Turkey;75;Right;3;3;Galatasaray SK
227508;Melero;Gonzalo Julián Melero Manzanares;02.01.1994;182.88;77.1;CDM;Spain;75;Right;3;3;SD Huesca
214196;D. Bocanegra;Daniel Eduardo Bocanegra Ortíz;23.04.1987;182.88;76.2;RB;Colombia;75;Right;2;2;Atlético Nacional
211124;P. Hurtado;Christopher Paolo César Hurtado Huertas;27.07.1990;175.26;72.1;CAM;Peru;75;Right;4;4;Atiker Konyaspor
245683;K. Fofana;Konan Gilles Fofana;29.02.1992;187.96;81.2;ST;Ivory Coast;75;Right;3;3;Côte d'Ivoire
230323;Kaíquão Castro;Kaíque Osvaldo Castro Rodrigues;29.02.1984;190.5;88;GK;Brazil;75;Right;2;1;Fluminense
245682;K. Traoré;Kouamé Konan Traoré;29.02.1992;152.4;74.8;CAM;Ivory Coast;75;Left;3;4;Côte d'Ivoire
188337;M. Wakaso;Mubarak Wakaso;25.07.1990;170.18;72.1;CM;Ghana;75;Left;2;3;Deportivo Alavés
230065;S. Serdar;Suat Serdar;11.04.1997;182.88;74.8;CM;Germany;75;Right;3;3;FC Schalke 04
163761;C. Davies;Curtis  Davies;15.03.1985;187.96;88.9;CB;England;75;Right;3;2;Derby County
220337;J. Alonso;Junior Alonso;09.02.1993;182.88;82.1;CB;Paraguay;75;Left;3;2;Paraguay
212911;Hernâni;Hernâni Jorge Santos Fortes;20.08.1991;152.4;68.9;RM;Portugal;75;Left;2;4;FC Porto
183982;N. Roux;Nolan Roux;01.03.1988;182.88;78;ST;France;75;Right;1;2;En Avant de Guingamp
210862;Ricardo Ferreira;Ricardo José Araújo Ferreira;25.11.1992;190.5;76.2;CB;Portugal;75;Right;2;2;SC Braga
207790;K. Ayhan;Kaan Ayhan;10.11.1994;182.88;83.9;CB;Turkey;75;Right;4;3;Fortuna Düsseldorf
200110;M. Bizot;Marco Bizot;10.03.1991;193.04;84.8;GK;Netherlands;75;Right;2;1;AZ Alkmaar
189357;C. Toselli;Cristopher Benjamín Toselli Ríos;15.06.1988;182.88;74.8;GK;Chile;75;Right;3;1;Universidad Católica
168621;Zeca;José Carlos Gonçalves Rodrigues;31.08.1988;182.88;67.1;CM;Greece;75;Right;3;3;FC København
229037;Borja Valle;Borja Valle Balonga;09.07.1992;152.4;72.1;ST;Spain;75;Right;4;3;Deportivo de La Coruña
179884;Nuno Pinto;Nuno Miguel Sousa Pinto;06.08.1986;172.72;64.9;LB;Portugal;75;Left;3;3;Vitória de Setúbal
162220;S. Bolat;Sinan Bolat;03.09.1988;185.42;83;GK;Turkey;75;Right;3;1;Royal Antwerp FC
214955;E. Mas;Emmanuel Mas;15.01.1989;154.94;81.2;LB;Argentina;75;Left;2;3;Boca Juniors
178090;D. Biseswar;Diego Biseswar;08.03.1988;175.26;78.9;CAM;Netherlands;75;Right;3;3;PAOK
229034;V. Guzmán;Víctor Alfonso Guzmán Guzmán;03.02.1995;175.26;81.2;CM;Mexico;75;Right;3;3;Mexico
176553;S. Missiroli;Simone Missiroli;23.05.1986;190.5;77.1;CM;Italy;75;Right;3;3;SPAL
225193;Merino;Mikel Merino Zazón;22.06.1996;185.42;83;CM;Spain;75;Left;3;3;Real Sociedad
204713;J. Campbell;Joel Nathaniel Campbell Samuels;26.06.1992;152.4;72.1;RW;Costa Rica;75;Left;2;4;Club León
202408;A. Flint;Aden Flint;11.07.1989;198.12;83;CB;England;75;Right;3;2;Middlesbrough
211879;J. Haberer;Janik Haberer;02.04.1994;185.42;77.1;CM;Germany;75;Right;3;3;SC Freiburg
202151;K. Stafylidis;Konstantinos Stafylidis;02.12.1993;152.4;77.1;LB;Greece;75;Left;3;3;FC Augsburg
169638;C. Daniels;Charlie Daniels;07.09.1986;152.4;74.8;LB;England;75;Left;3;3;Bournemouth
216742;M. Mevlja;Miha Mevlja;12.06.1990;190.5;83;CB;Slovenia;75;Right;3;2;Slovenia
205478;M. Krmen?ík;Michael Krmen?ík;15.03.1993;190.5;89.8;ST;Czech Republic;75;Right;3;3;Viktoria Plze?
138918;L. Rigoni;Luca Rigoni;07.12.1984;185.42;76.2;CM;Italy;75;Right;3;3;Parma
232869;G. Shoji;?? ?;11.12.1992;182.88;73.9;CB;Japan;75;Right;5;2;Toulouse Football Club
214692;C. Cueva;Christian Alberto Cueva Bravo;23.11.1991;167.64;60.8;LM;Peru;75;Right;4;3;Peru
194979;Tiago Pinto;Tiago Miguel Baía Pinto;01.02.1988;152.4;69.9;LB;Portugal;75;Left;2;3;MKE Ankaragücü
241827;Martín;Martín Aguirregabiria;10.05.1996;152.4;72.1;RB;Spain;75;Right;3;3;Deportivo Alavés
209827;J. Fernandes;Júnior Fernandes;04.10.1988;182.88;78;LM;Chile;75;Right;4;4;Alanyaspor
211361;D. Cataldi;Danilo Cataldi;06.08.1994;154.94;69.9;CM;Italy;75;Right;3;3;Lazio
191648;M. Yoshida;?? ??;24.08.1988;187.96;78;CB;Japan;75;Right;4;2;Southampton
225439;R. Mandragora;Rolando Mandragora;29.06.1997;182.88;76.2;CM;Italy;75;Left;3;3;Udinese
225182;J. Barrera;Jarlan Barrera;16.09.1995;170.18;73;CAM;Colombia;75;Left;4;4;Rosario Central
206493;Y. Abdelhamid;Yunis Abdelhamid;28.09.1987;190.5;83;CB;Morocco;75;Left;3;2;Stade de Reims
190362;T. Pukki;Teemu Pukki;29.03.1990;154.94;79.8;ST;Finland;75;Right;3;3;Norwich City
211093;C. McGregor;Callum McGregor;14.06.1993;175.26;73.9;CDM;Scotland;75;Left;4;4;Celtic
199829;Timor;David Timor Copoví;17.10.1989;185.42;79.8;CDM;Spain;75;Left;3;3;UD Las Palmas
173204;L. Antonelli;Luca Antonelli;11.02.1987;182.88;78.9;LB;Italy;75;Left;3;3;Empoli
139668;F. Marchetti;Federico Marchetti;07.02.1983;187.96;83;GK;Italy;75;Left;3;1;Genoa
203668;A. Donnarumma;Alfredo Donnarumma;30.11.1990;154.94;74.8;ST;Italy;75;Right;3;3;Brescia
152211;R. Özcan;Ramazan Özcan;28.06.1984;182.88;78;GK;Austria;75;Left;2;1;Bayer 04 Leverkusen
192146;V. Ignatiev;Vladislav Ignatiev;20.01.1987;154.94;72.1;RB;Russia;75;Right;4;3;Lokomotiv Moscow
234642;E. Mendy;Edouard Mendy;01.03.1992;198.12;86.2;GK;Senegal;75;Right;2;1;Stade de Reims
193425;H. Behrens;Hanno Behrens;26.03.1990;187.96;82.1;CM;Germany;75;Right;2;3;1. FC Nürnberg
219793;T. Didillon;Thomas Didillon;28.11.1995;187.96;88;GK;France;75;Left;2;1;RSC Anderlecht
46736;E. Moretti;Emiliano Moretti;11.06.1981;182.88;77.1;CB;Italy;75;Left;2;2;Torino
211856;K. Akpoguma;Kevin Akpoguma;19.04.1995;193.04;84.8;CB;Germany;75;Right;4;2;Hannover 96
205966;A. Younes;Amin Younes;06.08.1993;167.64;71.2;LW;Germany;75;Right;2;4;Napoli
229517;Toni Villa;Laureano Antonio Villa Suárez;07.01.1995;170.18;63;LM;Spain;75;Right;4;4;Real Valladolid CF
188556;M. Diamé;Mohamed Diamé;14.06.1987;182.88;86.2;CM;Senegal;75;Right;3;3;Newcastle United
210828;B. Engels;Björn Engels;15.09.1994;193.04;83;CB;Belgium;75;Right;3;2;Stade de Reims
164491;D. Aogo;Dennis Aogo;14.01.1987;185.42;83;CDM;Germany;75;Left;3;3;VfB Stuttgart
228747;O. Idrissi;Oussama Idrissi;26.02.1996;182.88;78;LW;Morocco;75;Right;2;4;AZ Alkmaar
209547;S. Mitrovi?;Stefan Mitrovi?;22.05.1990;187.96;83.9;CB;Serbia;75;Right;5;2;RC Strasbourg Alsace
188042;M. Suárez;Matías Ezequiel Suárez;09.05.1988;182.88;74.8;ST;Argentina;75;Right;4;4;River Plate
224394;Fábio Martins;Fábio Santos Martins;24.07.1993;152.4;69.9;LM;Portugal;75;Right;3;4;SC Braga
176009;S. Kums;Sven Kums;26.02.1988;175.26;73;CM;Belgium;75;Right;4;3;RSC Anderlecht
165769;Cássio;Cássio Albuquerque dos Anjos;12.08.1980;185.42;78.9;GK;Brazil;75;Right;2;1;Al Taawoun
192904;G. Kashia;Guram Kashia;04.07.1987;185.42;87.1;CB;Georgia;75;Right;2;2;San Jose Earthquakes
179591;Pablo Hernández;Pablo Hernández Domínguez;11.04.1985;172.72;66.2;RM;Spain;75;Right;3;4;Leeds United
236679;Melendo;Óscar Melendo Jiménez;23.08.1997;167.64;63;RM;Spain;75;Left;3;3;RCD Espanyol
198023;Ximo Navarro;Joaquín Navarro Jiménez;23.01.1990;152.4;71.2;CB;Spain;75;Right;3;2;Deportivo Alavés
190854;P. Pekarík;Peter Pekarík;30.10.1986;175.26;69.9;RB;Slovakia;75;Right;3;2;Hertha BSC
216452;Gonçalo Paciência;Gonçalo Mendes Paciência;01.08.1994;182.88;83;ST;Portugal;75;Right;4;4;Eintracht Frankfurt
132740;J. Hansen;Jesper Hansen;31.05.1985;187.96;78;GK;Denmark;75;Right;3;1;FC Midtjylland
178051;L. Deaux;Lucas Deaux;26.12.1988;187.96;82.1;CDM;France;75;Right;2;2;En Avant de Guingamp
217731;Sandro;Sandro  Ramírez Castillo;09.07.1995;175.26;71.2;ST;Spain;75;Right;4;3;Real Sociedad
230274;Dani Rochelinhas;Danilo Manuel Aldair Rochela;29.02.1992;152.4;74.8;CAM;Brazil;75;Left;3;4;Chapecoense
205186;P. Gazzaniga;Paulo Dino Gazzaniga;02.01.1992;195.58;89.8;GK;Argentina;75;Right;3;1;Tottenham Hotspur
170369;G. dos Santos;Giovani dos Santos Ramírez;11.05.1989;175.26;71.2;CF;Mexico;75;Left;4;4;LA Galaxy
219777;Chema Rodríguez;José Manuel Rodríguez Benito;03.03.1992;187.96;79.8;CB;Spain;75;Left;3;2;Levante UD
210047;F. Schär;Fabian Schär;20.12.1991;187.96;83.9;CB;Switzerland;75;Right;4;2;Newcastle United
200831;A. El Khayati;Abdenasser El Khayati;07.02.1989;185.42;68.9;CAM;Netherlands;75;Right;4;4;ADO Den Haag
194174;Keko;Sergio Gontán Gallardo;27.12.1991;172.72;68;RM;Spain;75;Right;4;3;Real Valladolid CF
184190;R. Thomas;Romain Thomas;12.06.1988;193.04;83.9;CB;France;75;Left;3;2;Angers SCO
221310;A. Roa;Andrés Felipe Roa Estrada;25.05.1993;175.26;68.9;LM;Colombia;75;Right;3;3;Club Atlético Huracán
177533;Manuel da Costa;Manuel Marouan da Costa Trinidade;06.05.1986;190.5;83.9;CB;Morocco;75;Right;3;2;Al Ittihad
